Time (s),Counter (),coil1 (V),coil2 (V)
0.061200,0.057058,-4.083566,3.723337
0.061300,0.060248,-4.156705,3.705710
0.061400,0.057058,-4.238095,3.727183
0.061500,0.060248,-4.274110,3.801055
0.061600,0.060248,-4.238095,3.914668
0.061700,0.063439,-4.161306,4.028441
0.061800,0.063439,-4.098955,4.090456
0.061900,0.053867,-4.108633,4.055362
0.062000,0.047486,-4.175902,3.959216
0.062100,0.057058,-4.245076,3.910181
0.062200,0.053867,-4.241744,3.962901
0.062300,0.063439,-4.176061,4.063054
0.062400,0.057058,-4.063734,4.144137
0.062500,0.053867,-3.991863,4.197338
0.062600,0.053867,-4.003604,4.171218
0.062700,0.060248,-4.086580,4.089173
0.062800,0.060248,-4.143378,4.040780
0.062900,0.057058,-4.132749,4.080520
0.063000,0.060248,-4.052310,4.169616
0.063100,0.066630,-3.927767,4.232271
0.063200,0.060248,-3.830670,4.238521
0.063300,0.053867,-3.821786,4.178589
0.063400,0.057058,-3.876839,4.136285
0.063500,0.060248,-3.913488,4.126350
0.063600,0.057058,-3.887627,4.169936
0.063700,0.057058,-3.828290,4.226983
0.063800,0.060248,-3.768636,4.240123
0.063900,0.060248,-3.735002,4.209196
0.064000,0.053867,-3.654722,4.095904
0.064100,0.057058,-3.741982,4.187883
0.064200,0.057058,-3.773396,4.279863
0.064300,0.050677,-3.748329,4.383862
0.064400,0.060248,-3.698035,4.427769
0.064500,0.057058,-3.616328,4.348288
0.064600,0.060248,-3.494481,4.183397
0.064700,0.063439,-3.337731,3.997674
0.064800,0.060248,-3.178600,3.832142
0.064900,0.053867,-3.025975,3.766923
0.065000,0.063439,-2.893498,3.810509
0.065100,0.066630,-2.760704,3.833745
0.065200,0.060248,-2.619343,3.735195
0.065300,0.057058,-2.431972,3.568702
0.065400,0.053867,-2.147187,3.407657
0.065500,0.060248,-1.777205,3.305101
0.065600,0.057058,-1.380251,3.261675
0.065700,0.060248,-1.045649,3.280263
